"Group.1";"system.index";"B";"G";"NIR";"R";"SWIR1";"SWIR2";"evi";"gvmi";"msi";"ndmi";"ndvi";".geo";"coordinates";"N";"E";"date";"year";"month";"season"
1984-04-16;NA;0.191055042787286;0.215392789323553;0.334618109209454;0.232286462917685;0.307811638141809;0.230666764466178;0.1960129902388;0.285614550424884;0.903680293895469;0.054726617020978;0.181824696299918;NA;NA;52.1760586998169;6.95415479484859;1984-04-16;1984;4;NA
1984-08-15;NA;0.059529822549493;0.0820284608884597;0.399485791887977;0.0629471390632545;0.182059040318687;0.0808247018348624;0.630474032073465;0.664283132714637;0.455242844410176;0.375972537875423;0.726822088078223;NA;NA;52.1771012424712;6.95370144172643;1984-08-15;1984;8;NA
1984-08-22;NA;0.0452965342829551;0.0641684922742636;0.357059599227426;0.0489256844519556;0.171671648961854;0.074356332689522;0.585523952297709;0.656355363827776;0.483084701600238;0.349735066764848;0.756184865060357;NA;NA;52.1771012424712;6.95370144172643;1984-08-22;1984;8;NA
1984-10-25;NA;0.0600697;0.0737702;0.1833995;0.0758954;0.1341041;0.072107;0.221423745667331;0.521794802712021;0.712987527563747;0.170218722;0.4015328544;NA;NA;52.175407546429;6.94632534239659;1984-10-25;1984;10;NA
1985-02-14;NA;0.153557742392986;0.182418701650335;0.28444068076328;0.208753149819495;0.199659343733883;0.128999859463641;0.13732744334969;0.44252027416786;0.703967286652769;0.176124013740072;0.154967206938628;NA;NA;52.1771720841162;6.95387976346294;1985-02-14;1985;2;NA
1985-05-21;NA;0.125251297814208;0.156284180327869;0.336004316939891;0.153145546448087;0.277705669398907;0.174477035519126;0.348308179576339;0.387081978803749;0.82935849400655;0.0970846397204173;0.386163573378043;NA;NA;52.1771212963674;6.95382079409086;1985-05-21;1985;5;NA
1985-07-24;NA;0.0289069857556736;0.0504160888459681;0.339909305890874;0.036463935296958;0.1758695750845;0.0735446378561082;0.563001690748506;0.648647936025385;0.51899921227111;0.31807832453887;0.803156904041526;NA;NA;52.1771012424712;6.95370144172643;1985-07-24;1985;7;NA
1985-09-26;NA;0.0500708450024143;0.0707238894253984;0.290537298406567;0.0617073551424433;0.194560240222115;0.0917086733462096;0.444575466294448;0.556625122157448;0.668333208396772;0.200763500958474;0.648750121994206;NA;NA;52.1771012424712;6.95370144172643;1985-09-26;1985;9;NA
1985-10-12;NA;0.0441813054187192;0.0649672752463054;0.220638645320197;0.066128947044335;0.170837330665025;0.08957273091133;0.294552556663133;0.508634371064975;0.755468555512538;0.14234989879064;0.543970149174877;NA;NA;52.1736558581762;6.95098057593124;1985-10-12;1985;10;NA
1985-10-21;NA;0.0398198913568324;0.0594419845485273;0.200221376146789;0.0679697996137132;0.196938757846451;0.104629065668759;0.252422285366588;0.417702309436623;0.982516496738236;0.0136472695158184;0.49384539740705;NA;NA;52.1771012424712;6.95370144172643;1985-10-21;1985;10;NA
1985-11-06;NA;0.158778095238095;0.16092244047619;0.212719345238095;0.161270773809524;0.168023988095238;0.142875892857143;0.130231286680091;0.324377028325117;0.782409516524161;0.122939446071429;0.139714350809524;NA;NA;52.1764680717873;6.9490269614482;1985-11-06;1985;11;NA
1986-01-25;NA;0.154397218204489;0.175632004987531;0.269883557356608;0.187017100997506;0.222981024937656;0.162474139650873;0.1675717512405;0.404307955446124;0.784918965808016;0.124775915576294;0.204297795485287;NA;NA;52.1772163456971;6.95375325833976;1986-01-25;1986;1;NA
1986-02-17;NA;0.0809180532687651;0.106925795399516;0.209283911622276;0.129836265133172;0.257854291767554;0.173545071428571;0.14391508366504;0.236981340824684;1.22294940474942;-0.0969578313450847;0.235932039068281;NA;NA;52.1771120311651;6.9537132526006;1986-02-17;1986;2;NA
1986-02-26;NA;0.179511294922989;0.197933910439247;0.284032002281803;0.215187862236167;0.223722870792926;0.152189440958357;0.141123156138146;0.383303669738417;0.788506414123068;0.12230225392316;0.139811977637193;NA;NA;52.1773102304701;6.95403205122484;1986-02-26;1986;2;NA
1986-03-30;NA;0.111138602236422;0.137967268370607;0.259176988817891;0.166047667731629;0.276802819488818;0.177242364217252;0.162530393651938;0.302704303330062;1.05095678545683;-0.0215315488499681;0.218723831364217;NA;NA;52.1793362436586;6.9579717790639;1986-03-30;1986;3;NA
1986-05-01;NA;0.0752526521004346;0.104284512312892;0.221804135683245;0.125238542974409;0.2659054249155;0.187808346209561;0.171469219497643;0.220230645597882;1.19308748212756;-0.0863224945567117;0.281308663249638;NA;NA;52.1771012424712;6.95370144172643;1986-05-01;1986;5;NA
1986-05-17;NA;0.0772984874456784;0.110170016900048;0.276394995171415;0.119411942298407;0.269838177209078;0.180312876629648;0.279401264340051;0.309988987221598;0.979808041708159;0.0166634255787108;0.398439688903911;NA;NA;52.1771012424712;6.95370144172643;1986-05-17;1986;5;NA
1986-06-02;NA;0.0622073155737705;0.0943293818306011;0.326130525956284;0.0937643920765027;0.284708012295082;0.169514419398907;0.409676842589482;0.386302768735862;0.890472253056852;0.0696630385714208;0.550562124849727;NA;NA;52.1812277753343;6.95678108433862;1986-06-02;1986;6;NA
1986-06-09;NA;0.040947484307098;0.069051036938677;0.248493781989377;0.0675762216320618;0.211229237083535;0.120460208836311;0.335068758643875;0.428623233682241;0.857277964998809;0.0850887550785128;0.569727890878802;NA;NA;52.1771012424712;6.95370144172643;1986-06-09;1986;6;NA
1986-06-25;NA;0.111543840956341;0.133998248440748;0.424891361746362;0.112193778586279;0.257615036382536;0.138738196465696;0.618790524227818;0.537757653228173;0.605141218088047;0.247683645592516;0.586012338731809;NA;NA;52.1751756130018;6.95071609833424;1986-06-25;1986;6;NA
1986-07-04;NA;0.186939550970874;0.190837475728155;0.522993555825243;0.150336383495146;0.305872845873786;0.149040345873786;0.914079209102688;0.573408135472418;0.585971470833611;0.262045748276699;0.556226672257282;NA;NA;52.1757097989968;6.95706616683152;1986-07-04;1986;7;NA
1986-07-11;NA;0.0470637294043093;0.0759464670468948;0.448992715462611;0.0574720088719899;0.229028650190114;0.0999999746514575;0.678632031544046;0.642790586343502;0.511082164360253;0.325838656565272;0.778123637984791;NA;NA;52.1811204764087;6.95652435643572;1986-07-11;1986;7;NA
1986-08-12;NA;0.0421654381941091;0.0646599203283438;0.37661139546113;0.0484654080154515;0.193779165861902;0.0815643469338484;0.605756864693458;0.647824843304438;0.518452586123374;0.319724021830034;0.769538876900048;NA;NA;52.1771012424712;6.95370144172643;1986-08-12;1986;8;NA
1986-08-21;NA;0.0334802317720908;0.0549489413326895;0.354450857073877;0.0426946970062772;0.190223645581845;0.0834370690487687;0.571478035561373;0.627414783473892;0.544157196152577;0.299083398757122;0.782035373756639;NA;NA;52.1771012424712;6.95370144172643;1986-08-21;1986;8;NA
1986-09-13;NA;0.0676097766779334;0.0847008474167069;0.319306627233221;0.070446924191212;0.194273010622887;0.0883067201834862;0.502792208652172;0.590144949670441;0.609531683856736;0.246054393817479;0.636006558701111;NA;NA;52.1771012424712;6.95370144172643;1986-09-13;1986;9;NA
